@relation weka_habit_test_clustered

@attribute Instance_number numeric
@attribute before numeric
@attribute after numeric
@attribute avg numeric
@attribute max numeric
@attribute dis numeric
@attribute sec numeric
@attribute cle numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
1101,15.299999,11.7,-1.799999,-2.7,10.999999,3,5.246183,cluster1
1102,41.399998,36,-1.799999,-2.7,43.249999,4,3.534187,cluster3
1103,59.399998,54,-1.799999,-2.700002,62.749999,4,3.993711,cluster3
1104,59.399998,54,-1.799999,-2.700001,62.499998,4,8.488173,cluster3
1105,52.199997,45,-1.799999,-2.699997,68.249998,5,28.996546,cluster3
1106,37.799999,36,-1.799999,-1.799999,20.5,2,7.422409,cluster3
1107,45.899998,44.099998,-1.799999,-1.799999,24.999999,2,3.451087,cluster3
1108,20.699999,17.1,-1.799999,-2.699999,16,3,9.026762,cluster3
1109,65.699997,62.099998,-1.799999,-2.699997,53.499997,3,8.673167,cluster3
1110,25.199999,23.4,-1.799999,-1.799999,13.5,2,3.885495,cluster3
1111,42.299999,40.5,-1.799999,-1.799999,23,2,14.973942,cluster3
1112,46.799999,45,-1.799999,-1.799999,25.5,2,11.628555,cluster3
1113,55.799999,54,-1.799999,-1.799999,30.5,2,4.349315,cluster3
1114,36,34.200001,-1.799999,-1.799999,19.5,2,23.651429,cluster3
1115,10.799999,9,-1.799999,-1.799999,5.5,2,3.77496,cluster1
1116,52.199997,48.599998,-1.799999,-2.699997,41.749999,3,11.472196,cluster3
1117,19.799999,18,-1.799999,-1.799999,10.5,2,8.952354,cluster3
1118,43.199997,41.399998,-1.799999,-1.799999,23.499999,2,4.102087,cluster3
1119,73.799995,66.599998,-1.799999,-3.600006,97.499998,5,7.783512,cluster4
1120,47.699997,40.5,-1.799999,-2.700001,60.249998,5,8.170885,cluster3
1121,41.399998,36,-1.799999,-3.600002,42.999999,4,20.566971,cluster3
1122,53.099998,49.5,-1.799999,-2.699997,42.999999,3,3.46076,cluster3
1123,41.399998,37.799999,-1.799999,-2.699997,32.749999,3,5.381356,cluster3
1124,36.899998,33.299999,-1.799999,-1.799999,29.249999,3,5.42735,cluster3
1125,32.399998,28.799999,-1.799999,-1.799999,25.499999,3,21.299577,cluster3
1126,26.099998,24.299999,-1.799999,-1.799999,13.999999,2,30.321195,cluster3
1127,48.599998,46.799999,-1.799999,-1.799999,26.499999,2,8.83154,cluster3
1128,56.699997,54.899998,-1.799999,-1.799999,30.999999,2,7.215909,cluster3
1129,47.699997,45.899998,-1.799999,-1.799999,25.999999,2,2.762425,cluster3
1130,45.899998,42.3,-1.799999,-1.8,36.749999,3,5.337828,cluster3
1131,26.099998,22.5,-1.799999,-1.8,20.249999,3,4.468245,cluster3
1132,50.399998,46.8,-1.799999,-1.8,40.499999,3,5.247934,cluster3
1133,64.799995,61.199997,-1.799999,-2.700001,52.749997,3,5.21291,cluster3
1134,30.599998,27,-1.799999,-2.699998,23.749999,3,4.310542,cluster3
1135,50.399998,46.8,-1.799999,-2.7,40.749999,3,8.438363,cluster3
1136,15.299999,13.5,-1.799999,-1.799999,8,2,12.83291,cluster1
1137,43.199997,39.6,-1.799999,-1.799999,34.499999,3,12.7831,cluster3
1138,43.199997,39.6,-1.799999,-2.7,34.749999,3,4.078451,cluster3
1139,43.199997,39.6,-1.799999,-2.699997,34.249999,3,10.374845,cluster3
1140,45.899998,44.1,-1.799998,-1.799998,24.999999,2,11.031376,cluster3
1141,21.599998,19.8,-1.799998,-1.799998,11.499999,2,5.63385,cluster3
1142,36.899998,35.1,-1.799998,-1.799998,19.999999,2,4.616222,cluster3
1143,74.699997,72.900002,-1.799995,-1.799995,41,2,6.888229,cluster4
1144,70.199997,68.400002,-1.799995,-1.799995,38.5,2,3.583997,cluster3
1145,82.799995,81,-1.799995,-1.799995,45.499999,2,4.409722,cluster4
1146,22.5,0,-1.730769,-2.7,39.999999,14,4.967715,cluster5
1147,23.4,0.9,-1.730769,-3.6,51.499999,14,6.130719,cluster1
1148,20.699999,0,-1.725,-3.600001,30.999999,13,19.242424,cluster5
1149,30.173496,28.460497,-1.712999,-1.712999,16.28722,2,5.855827,cluster3
1150,13.5,0,-1.6875,-4.5,19.249999,9,7.110932,cluster5
1151,56.699997,43.199997,-1.6875,-2.7,124.249998,9,8.943662,cluster0
1152,55.8,28.8,-1.6875,-4.5,210.499996,17,4.303274,cluster0
1153,68.4,56.699997,-1.671429,-2.700005,137.999998,8,3.935305,cluster0
1154,28.8,17.1,-1.671429,-2.7,50.5,8,11.223451,cluster3
1155,28.799999,17.1,-1.671428,-2.700001,49.999999,8,3.566288,cluster3
1156,54.9,45,-1.65,-3.6,97,7,6.312269,cluster3
1157,34.2,24.3,-1.65,-2.7,57.75,7,4.980936,cluster3
1158,27.9,18,-1.65,-2.700002,43.749999,7,3.890306,cluster3
1159,19.799999,9.9,-1.65,-2.700001,28.499999,7,7.348819,cluster1
1160,41.399998,31.5,-1.65,-1.800002,70.249999,7,3.359788,cluster3
1161,77.4,69.299995,-1.620001,-1.800005,121.749997,6,5.204068,cluster4
1162,58.5,50.399998,-1.62,-1.800003,90.249998,6,18.275767,cluster3
1163,28.8,20.699999,-1.62,-3.600001,41.749998,6,7.188466,cluster3
1164,23.4,15.299999,-1.62,-2.699999,32.999999,6,8.244475,cluster3
1165,17.1,9,-1.62,-2.7,22.749999,6,4.002853,cluster1
1166,16.199999,8.099999,-1.62,-2.699999,20.999999,6,25.4,cluster6
1167,8.099999,0,-1.62,-3.6,7,6,6.838419,cluster2
1168,12.599999,4.5,-1.62,-1.8,13.749999,6,15.202148,cluster1
1169,52.199997,44.1,-1.619999,-2.699997,80.249998,6,13.092094,cluster3
1170,99,84.6,-1.6,-2.700006,253.499995,10,4.555815,cluster4
1171,63.899998,49.5,-1.6,-2.700001,157.999997,10,14.638318,cluster0
1172,80.1,73.799995,-1.575001,-3.600005,107.999997,5,10.079365,cluster4
1173,58.5,52.199997,-1.575001,-1.800003,76.999998,5,25.4831,cluster3
1174,38.7,32.399998,-1.575001,-2.700002,50.249999,5,19.375334,cluster3
1175,27,20.699999,-1.575,-2.700001,32.999999,5,5.825688,cluster3
1176,17.1,10.799999,-1.575,-3.600001,20.499999,5,17.368662,cluster1
1177,17.1,10.799999,-1.575,-2.699999,19.249999,5,5.703085,cluster1
1178,11.7,5.4,-1.575,-2.7,11,5,6.370229,cluster1
1179,35.1,28.8,-1.575,-1.8,44.25,5,21.249767,cluster3
1180,24.3,18,-1.575,-2.7,29.5,5,12.064232,cluster3
1181,77.4,71.1,-1.575,-1.800005,102.749999,5,4.329877,cluster4
1182,23.4,17.1,-1.575,-3.6,27.75,5,4.802028,cluster3
1183,72.9,66.6,-1.575,-1.8,97,5,16.843436,cluster4
1184,18.9,0,-1.575,-4.5,33.999999,13,3.37766,cluster5
1185,6.3,0,-1.575,-2.7,4.5,5,28.863636,cluster2
1186,6.3,0,-1.575,-2.7,5,5,3.135985,cluster2
1187,55.799999,49.5,-1.575,-1.799999,73.499999,5,9.471145,cluster3
1188,42.299999,36,-1.575,-2.699997,54.249999,5,6.767311,cluster3
1189,19.799999,13.5,-1.575,-2.700001,23.25,5,5.454434,cluster1
1190,37.799999,31.5,-1.575,-1.799999,48.249999,5,8.037975,cluster3
1191,48.599998,42.299999,-1.575,-2.700001,62.999998,5,22.678571,cluster3
1192,10.799999,4.5,-1.575,-2.7,10.999999,5,4.225487,cluster1
1193,59.399998,46.8,-1.575,-2.7,134.249999,9,29.070136,cluster0
1194,10.799999,4.5,-1.575,-2.7,10,5,5.204918,cluster1
1195,26.099998,19.8,-1.575,-2.699999,31.999999,5,13.435667,cluster3
1196,30.599998,24.3,-1.575,-2.700001,38.249999,5,12.7,cluster3
1197,64.799995,58.5,-1.574999,-1.800003,85.249997,5,4.10166,cluster3
1198,75.6,64.799995,-1.542858,-2.700005,157.999996,8,12.9065,cluster4
1199,62.099998,51.299999,-1.542857,-2.699997,126.749997,8,5.56026,cluster0
1200,50.399998,39.6,-1.542857,-2.700001,97.749997,8,4.535714,cluster0
1201,76.5,61.199997,-1.53,-2.7,207.749997,11,8.78173,cluster0
1202,42.3,27,-1.53,-2.7,107.999999,11,3.442888,cluster0
1203,34.2,29.699999,-1.5,-1.800002,35.249999,4,13.643548,cluster3
1204,39.6,30.599998,-1.5,-2.7,68.499999,7,3.75362,cluster3
1205,11.7,2.7,-1.5,-2.7,12.5,7,3.835071,cluster1
1206,27.9,23.4,-1.5,-2.7,28.5,4,9.285999,cluster3
1207,43.2,38.7,-1.5,-1.8,45.5,4,5.728239,cluster3
1208,9.9,5.4,-1.5,-1.8,8.25,4,35.484278,cluster6
1209,36.899998,32.399998,-1.5,-1.799999,38.249998,4,3.567416,cluster3
1210,57.599998,53.099998,-1.5,-1.799999,61.749998,4,10.895622,cluster3
1211,33.299999,28.799999,-1.5,-2.700001,34.999999,4,13.887448,cluster3
1212,53.099998,48.599998,-1.5,-2.699997,56.499998,4,10.492936,cluster3
1213,59.399998,54.899998,-1.5,-2.700001,63.499999,4,6.827957,cluster3
1214,72.900002,68.400002,-1.5,-2.700005,77.999999,4,5.120968,cluster4
1215,22.5,18,-1.5,-1.800001,22.499999,4,9.409399,cluster3
1216,63.899998,50.399998,-1.5,-2.700001,157.249996,10,5.619469,cluster0
1217,71.099998,66.599998,-1.5,-2.699997,76.999997,4,5.607048,cluster4
1218,13.5,9,-1.5,-2.700001,12,4,11.154776,cluster1
1219,59.399998,54.899998,-1.5,-1.799999,63.499997,4,3.87702,cluster3
1220,49.5,45,-1.5,-2.700002,52.499999,4,5.51045,cluster3
1221,38.7,34.2,-1.5,-2.7,40.5,4,18.676471,cluster3
1222,63,58.5,-1.5,-1.8,67.75,4,12.45098,cluster3
1223,20.699999,16.199999,-1.5,-2.7,20.499999,4,14.111111,cluster3
1224,31.5,27,-1.5,-1.800001,32.25,4,4.260732,cluster3
1225,52.199997,47.699997,-1.5,-1.799999,55.249998,4,4.052663,cluster3
1226,49.5,45,-1.5,-2.7,51.999999,4,4.338208,cluster3
1227,60.3,55.8,-1.5,-2.700001,64.499999,4,16.710526,cluster3
1228,30.599998,21.599998,-1.5,-2.700002,52.249998,7,9.202899,cluster3
1229,27.9,18.9,-1.5,-2.700001,46.499999,7,4.526228,cluster3
1230,26.099998,21.599998,-1.5,-1.800002,26.749999,4,6.547051,cluster3
1231,58.5,54,-1.5,-1.800003,62.249999,4,3.22335,cluster3
1232,59.399998,54.899998,-1.5,-1.799999,63.499998,4,5,cluster3
1233,18.9,14.4,-1.5,-2.700001,18.5,4,2.812235,cluster1
1234,14.4,9.9,-1.5,-1.800001,13.249999,4,7.972416,cluster1
1235,59.399998,54.899998,-1.5,-1.8,63.249999,4,5.411418,cluster3
1236,24.3,19.8,-1.5,-1.8,24.499999,4,18.349357,cluster3
1237,46.8,42.3,-1.5,-1.8,49.5,4,7.692434,cluster3
1238,45.899998,36.899998,-1.5,-3.6,80.249999,7,14.767442,cluster3
1239,11.7,7.2,-1.5,-2.7,11,4,4.742214,cluster1
1240,37.8,33.3,-1.5,-1.8,39.5,4,28.946736,cluster3
1241,52.199997,47.699997,-1.5,-1.800003,55.749998,4,4.542632,cluster3
1242,36,31.5,-1.5,-2.700002,37.499999,4,10.948276,cluster3
1243,10.799999,6.3,-1.5,-1.8,9.25,4,8.90513,cluster1
1244,20.699999,11.7,-1.5,-3.6,32.749999,7,6.5565,cluster1
1245,8.099999,3.6,-1.5,-2.699999,6,4,4.452638,cluster1
1246,21.599998,17.1,-1.499999,-1.799999,21.249999,4,3.185795,cluster3
1247,32.399998,27.9,-1.499999,-1.8,33.249999,4,35.410688,cluster3
1248,32.399998,27.9,-1.499999,-1.800001,33.749999,4,17.245262,cluster3
1249,64.799995,60.3,-1.499998,-1.8,69.499999,4,5.053828,cluster3
1250,37.8,26.099998,-1.4625,-2.699999,79.999998,9,7.922606,cluster0
1251,33.299999,21.599998,-1.4625,-2.700001,70.999997,9,4.018987,cluster0
1252,43.199997,31.5,-1.4625,-3.6,95.749998,9,5.825969,cluster0
1253,37.8,30.599998,-1.44,-2.7,55.999999,6,5.720721,cluster3
1254,27.9,20.699999,-1.44,-1.800002,40.749999,6,4.177632,cluster3
1255,51.299999,44.099998,-1.44,-1.799999,79.499998,6,5.469044,cluster3
1256,63.899998,56.699997,-1.44,-1.800003,100.999998,6,4.319728,cluster3
1257,94.5,80.1,-1.44,-2.7,267,11,3.840496,cluster4
1258,27,19.8,-1.44,-1.800001,38.749999,6,9.338235,cluster3
1259,36.899998,29.699999,-1.44,-2.600002,55.72222,6,3.42985,cluster3
1260,20.699999,13.5,-1.44,-2.700001,28.249999,6,9.852331,cluster1
1261,16.199999,9,-1.44,-1.8,21.749999,6,12.65748,cluster1
1262,30.599998,23.4,-1.44,-2.699999,44.499999,6,15.202148,cluster3
1263,30.599998,23.4,-1.44,-1.800001,44.249999,6,9.544735,cluster3
1264,70.2,60.3,-1.414286,-1.800002,146.499998,8,7.138656,cluster0
1265,49.5,39.6,-1.414286,-1.800003,98.249998,8,9.076572,cluster0
1266,73.799995,63.899998,-1.414285,-1.800003,152.999996,8,5.825969,cluster4
1267,64.799995,54.899998,-1.414285,-1.800003,133.749995,8,3.185795,cluster0
1268,57.6,45,-1.4,-2.700002,144.999997,10,7.733702,cluster0
1269,63.899998,51.3,-1.4,-1.800003,158.749997,10,10.762712,cluster0
1270,67.5,64.799995,-1.350002,-1.8,54.999999,3,15.875,cluster3
1271,77.400002,74.699997,-1.350002,-1.800003,63.5,3,5.876143,cluster4
1272,48.6,45.899998,-1.350001,-1.799999,39.499999,3,4.604741,cluster3
1273,62.1,59.399998,-1.350001,-1.8,50.499999,3,35.360878,cluster3
1274,24.3,21.599998,-1.350001,-1.8,18.999999,3,13.165684,cluster3
1275,28.8,26.099998,-1.350001,-1.800002,22.999999,3,5.474138,cluster3
1276,53.1,50.399998,-1.350001,-1.799999,43.249999,3,16.917026,cluster3
1277,66.6,61.199997,-1.350001,-1.800003,88.999999,5,7.692434,cluster3
1278,63.899998,61.199997,-1.35,-1.799998,51.999999,3,3.135985,cluster3
1279,31.5,26.099998,-1.35,-1.800001,39.499999,5,7.134831,cluster3
1280,54.899998,52.199997,-1.35,-1.799998,44.499999,3,24.423077,cluster3
1281,45.899998,43.199997,-1.35,-1.800003,37.249999,3,4.980238,cluster3
1282,27.9,25.199999,-1.35,-1.800001,22.25,3,7.876812,cluster3
1283,51.3,43.199997,-1.35,-2.699997,91.499998,7,4.678331,cluster3
1284,18.9,16.199999,-1.35,-1.8,14.5,3,5.702569,cluster3
1285,60.299999,57.599998,-1.35,-1.799999,49.249999,3,6.479592,cluster3
1286,46.799999,44.099998,-1.35,-1.799999,37.999999,3,7.422409,cluster3
1287,42.299999,36.899998,-1.35,-1.799999,54.499999,5,4.283237,cluster3
1288,66.599998,63.899998,-1.35,-1.800003,54.249998,3,9.684112,cluster3
1289,39.599998,36.899998,-1.35,-1.799999,31.749999,3,13.312267,cluster3
1290,45.899998,43.199997,-1.35,-1.799999,36.999998,3,10.325035,cluster3
1291,58.5,55.799999,-1.35,-1.800003,47.499999,3,5.0831,cluster3
1292,54.899998,52.199997,-1.35,-1.800003,44.749999,3,4.836614,cluster3
1293,49.5,46.799999,-1.35,-1.800003,39.999999,3,5.381356,cluster3
1294,54.899998,52.199997,-1.35,-1.799999,44.499998,3,10.716243,cluster3
1295,27.9,25.199999,-1.35,-1.800001,22.25,3,10.128375,cluster3
1296,38.700001,36,-1.35,-1.799999,31.25,3,19.242424,cluster3
1297,36,33.299999,-1.35,-1.799999,28.75,3,5.120968,cluster3
1298,38.7,30.599998,-1.35,-1.800002,68.249998,7,13.435667,cluster3
1299,18,12.599999,-1.35,-1.800001,21.249999,5,7.055556,cluster1
1300,9,6.3,-1.35,-1.8,6.25,3,8.246753,cluster1
1301,23.4,15.299999,-1.35,-2.699999,37.249999,7,12.53408,cluster3
1302,36.9,34.2,-1.35,-1.8,29.75,3,28.863636,cluster3
1303,30.6,27.9,-1.35,-1.8,24.25,3,3.442888,cluster3
1304,58.5,55.8,-1.35,-1.8,47.5,3,3.58416,cluster3
1305,82.8,80.1,-1.35,-1.8,68,3,5.172593,cluster4
1306,20.7,18,-1.35,-1.8,16,3,6.562692,cluster3
1307,27,21.6,-1.35,-1.8,33.25,5,7.677088,cluster3
1308,21.6,18.9,-1.35,-1.8,17,3,14.900352,cluster3
1309,35.1,32.4,-1.35,-1.8,28,3,5.703085,cluster3
1310,55.8,53,-1.35,-1.899998,45.472222,3,4.703704,cluster3
1311,45,42.3,-1.35,-1.800003,36.249999,3,3.273196,cluster3
1312,70.2,62.1,-1.35,-1.800005,129.249997,7,4.200211,cluster0
1313,66.6,55.8,-1.35,-2.700002,150.999998,9,15.251958,cluster0
1314,45,42.3,-1.35,-1.8,36.5,3,4.857536,cluster3
1315,4.5,1.8,-1.35,-1.8,2.5,3,7.950402,cluster1
1316,63,60.3,-1.35,-1.8,51.5,3,4.922481,cluster3
1317,15.299999,12.599999,-1.35,-1.800001,11.749999,3,8.141026,cluster1
1318,49.5,44.1,-1.35,-1.799999,65.499999,5,3.630586,cluster3
1319,14.4,11.7,-1.35,-1.8,11,3,5.327468,cluster1
1320,40.5,37.8,-1.35,-1.8,32.75,3,8.379663,cluster3
1321,22.5,19.8,-1.35,-1.799998,17.749999,3,4.423451,cluster3
1322,54,48.6,-1.35,-1.800003,70.999999,5,6.165049,cluster3
1323,74.7,58.5,-1.35,-2.7,239.499997,13,8.90513,cluster0
1324,22.5,17.1,-1.35,-1.800001,27,5,13.042284,cluster3
1325,36,33.3,-1.35,-1.8,29,3,3.052885,cluster3
1326,27,24.3,-1.35,-1.800001,21.25,3,17.721989,cluster3
1327,72.9,67.5,-1.35,-1.8,97.25,5,5.607048,cluster4
1328,38.7,36,-1.35,-1.800002,30.999999,3,3.566288,cluster3
1329,51.3,48.6,-1.35,-1.799998,41.749999,3,5.908788,cluster3
1330,54,51.3,-1.35,-1.800003,43.749999,3,4.471831,cluster3
1331,54,51.3,-1.35,-1.8,44,3,8.581081,cluster3
1332,7.2,4.5,-1.35,-1.8,4.75,3,4.980936,cluster1
1333,72.9,70.2,-1.35,-1.8,59.75,3,8.78173,cluster4
1334,35.1,27,-1.35,-2.699999,61.749999,7,3.77496,cluster3
1335,55.8,53.1,-1.35,-1.8,45.25,3,7.603498,cluster3
1336,6.3,0.9,-1.35,-1.8,5,5,4.616222,cluster1
1337,11.7,9,-1.35,-1.8,8.5,3,22.811481,cluster1
1338,5.4,0,-1.35,-1.8,4.25,5,11.981132,cluster2
1339,8.099999,2.7,-1.35,-2.7,8.25,5,8.69863,cluster1
1340,8.099999,5.4,-1.35,-1.8,5.75,3,6.238679,cluster1
1341,5.4,2.7,-1.35,-1.8,3.25,3,5.853631,cluster1
1342,10.799999,5.4,-1.35,-2.7,11.5,5,3.51057,cluster1
1343,25.199999,17.1,-1.35,-2.700001,40.999999,7,3.89836,cluster3
1344,15.299999,9.9,-1.35,-2.699999,18.249999,5,4.256287,cluster1
1345,59.399998,51.299999,-1.35,-3.599998,109.499997,7,7.341331,cluster0
1346,26.099998,18,-1.35,-2.699999,42.499998,7,24.629577,cluster3
1347,29.699999,27,-1.35,-1.8,23.75,3,6.497241,cluster3
1348,32.399998,27,-1.35,-1.8,41.749999,5,19.375334,cluster3
1349,16.199999,13.5,-1.35,-1.799999,12.499999,3,5.498167,cluster1
1350,20.699999,18,-1.35,-1.8,16.25,3,3.986262,cluster3
1351,29.699999,27,-1.349999,-1.799999,23.749999,3,6.838419,cluster3
1352,20.699999,18,-1.349999,-1.799999,16.249999,3,8.673167,cluster3
1353,36.899998,31.5,-1.349999,-1.800003,47.249999,5,3.753986,cluster3
1354,32.399998,29.699999,-1.349999,-1.800001,25.999999,3,31.75,cluster3
1355,30.599998,27.9,-1.349999,-1.799999,24.499999,3,5.13291,cluster3
1356,52.199997,46.8,-1.349999,-1.799999,68.249998,5,22.678571,cluster3
1357,69.299995,63.899998,-1.349999,-2.700002,93.249998,5,3.981395,cluster3
1358,41.399998,38.7,-1.349999,-1.8,22,3,3.862862,cluster3
1359,30.599998,27.9,-1.349999,-1.799998,24.249999,3,10.079365,cluster3
1360,41.399998,38.7,-1.349999,-1.8,33.499999,3,7.381951,cluster3
1361,21.599998,18.9,-1.349999,-1.799998,16.749999,3,26.664833,cluster3
1362,56.699997,54,-1.349999,-1.8,46.249999,3,6.197066,cluster3
1363,61.199997,58.5,-1.349999,-1.8,49.999999,3,14.317611,cluster3
1364,43.199997,40.5,-1.349999,-1.8,34.999999,3,4.802028,cluster3
1365,65.699997,63,-1.349998,-1.799995,53.749998,3,27.691796,cluster3
1366,47.699997,45,-1.349998,-1.799999,38.499999,3,4.018987,cluster3
1367,47.699997,45,-1.349998,-1.799999,38.749999,3,22.103052,cluster3
1368,69.299995,66.6,-1.349997,-1.8,56.749999,3,7.188466,cluster3
1369,73.799995,71.1,-1.349997,-1.799995,60.249999,3,26.541433,cluster3
1370,66.6,54.899998,-1.3,-1.8,169.749997,10,12.114042,cluster0
1371,15.484185,9.044888,-1.28786,-2.711986,20.422952,6,20.690371,cluster1
1372,48.6,39.6,-1.285714,-1.8,98.749999,8,4.096774,cluster0
1373,47.699997,38.7,-1.285714,-1.8,96.749997,8,3.492698,cluster0
1374,58.5,52.199997,-1.260001,-1.799999,91.999998,6,4.288398,cluster3
1375,54,47.699997,-1.260001,-1.800003,84.749997,6,13.229167,cluster3
1376,58.5,52.199997,-1.260001,-1.800003,91.499998,6,7.590221,cluster3
1377,65.7,59.399998,-1.26,-1.800002,103.499998,6,8.144,cluster3
1378,22.5,16.199999,-1.26,-2.699999,32.249999,6,6.08613,cluster3
1379,71.1,58.5,-1.26,-1.8,197,11,8.902544,cluster0
1380,62.1,55.8,-1.26,-1.800003,98.499998,6,11.842359,cluster3
1381,55.8,49.5,-1.26,-1.800003,87.999998,6,28.946736,cluster3
1382,55.799999,49.5,-1.26,-1.799999,87.749997,6,7.262056,cluster3
1383,25.199999,18.9,-1.26,-2.700001,36.249998,6,6.755319,cluster3
1384,26.099998,19.799999,-1.26,-1.800001,37.749998,6,8.549767,cluster3
1385,26.099998,19.799999,-1.26,-1.800001,38.249999,6,3.628571,cluster3
1386,47.699997,41.399998,-1.26,-1.8,74.499998,6,5.053828,cluster3
1387,20.699999,14.4,-1.26,-1.800001,28.999999,6,9.921875,cluster1
1388,45.899998,39.6,-1.26,-1.8,70.999999,6,8.488173,cluster3
1389,29.7,19.8,-1.2375,-1.8,61,9,5.2065,cluster3
1390,56.699997,46.8,-1.2375,-1.8,131.249997,9,5.570175,cluster0
1391,37.799999,24.299999,-1.227273,-1.800003,103.999997,12,7.642624,cluster0
1392,72.900002,69.299995,-1.200002,-1.800003,78.999998,4,4.310542,cluster4
1393,51.3,47.699997,-1.200001,-1.8,54.749999,4,26.458333,cluster3
1394,45,41.399998,-1.200001,-1.800003,47.749998,4,4.225487,cluster3
1395,51.299999,47.699997,-1.200001,-1.799999,54.999998,4,4.05185,cluster3
1396,58.5,54.899998,-1.200001,-1.799999,62.999999,4,4.177496,cluster3
1397,54,50.399998,-1.200001,-1.8,57.999999,4,11.081186,cluster3
1398,58.5,54.899998,-1.200001,-1.8,62.999999,4,12.7,cluster3
1399,18.9,5.299999,-1.2,-1.700001,8.111111,4,11.140351,cluster1
1400,28.8,25.199999,-1.2,-1.800002,29.999999,4,9.975731,cluster3
1401,19.8,16.199999,-1.2,-1.800001,20.25,4,8.347526,cluster1
1402,18.9,15.299999,-1.2,-1.800001,18.999999,4,5.653275,cluster1
1403,28.8,25.199999,-1.2,-1.8,29.749999,4,4.684549,cluster3
1404,9,5.4,-1.2,-1.799999,8,4,6.35,cluster1
1405,18,14.4,-1.2,-1.800001,17.749999,4,4.884615,cluster1
1406,23.4,19.799999,-1.2,-1.800001,23.999999,4,13.510638,cluster3
1407,31.5,27.9,-1.2,-1.799999,33.249999,4,5.752379,cluster3
1408,31.5,20.699999,-1.2,-2.699999,69.999998,10,19.325524,cluster0
1409,22.5,18.9,-1.2,-1.8,22.75,4,17.245262,cluster3
1410,27,23.4,-1.2,-1.8,28,4,3.46076,cluster3
1411,92.7,89.1,-1.2,-1.8,100.75,4,4.945306,cluster4
1412,90,82.8,-1.2,-1.8,167.75,7,8.819444,cluster4
1413,15.3,11.7,-1.2,-1.8,15.25,4,4.807949,cluster1
1414,35.1,31.5,-1.2,-1.8,37.25,4,4.440559,cluster3
1415,48.6,45,-1.2,-1.799999,51.999999,4,4.052663,cluster3
1416,75.6,72,-1.2,-1.8,82,4,18.225957,cluster4
1417,44.1,40.5,-1.2,-1.799999,46.999999,4,4.203423,cluster3
1418,53.1,42.3,-1.2,-1.8,132.249997,10,12.064232,cluster0
1419,17.1,13.5,-1.2,-1.799999,17,4,16.843436,cluster1
1420,37.8,34.2,-1.2,-1.8,40.249999,4,6.547051,cluster3
1421,7.2,0,-1.2,-2.7,8.25,7,6.130719,cluster2
1422,79.2,75.6,-1.2,-1.799995,85.999999,4,4.738806,cluster4
1423,44.1,40.5,-1.2,-1.8,46.749999,4,23.518519,cluster3
1424,48.6,45,-1.2,-1.8,51.749999,4,6.420039,cluster3
1425,39.6,36,-1.2,-1.800002,41.999999,4,20.483871,cluster3
1426,7.2,3.6,-1.2,-1.8,5.75,4,15.570905,cluster1
1427,20.699999,13.5,-1.2,-2.699999,34.499999,7,17.638889,cluster1
1428,8.099999,4.5,-1.2,-1.8,7.25,4,3.993711,cluster1
1429,74.699997,71.099998,-1.199999,-1.799995,80.999997,4,9.560712,cluster4
1430,47.699997,44.099998,-1.199999,-1.799999,51.249998,4,15.487805,cluster3
1431,47.699997,44.099998,-1.199999,-1.799999,50.999999,4,3.82477,cluster3
1432,52.199997,45,-1.199999,-1.800003,94.999997,7,18.882971,cluster3
1433,71.099998,67.5,-1.199999,-1.800003,76.749999,4,10.492936,cluster4
1434,32.399998,28.799999,-1.199999,-1.800001,33.999999,4,9.071429,cluster3
1435,26.099998,22.5,-1.199999,-1.799999,27.249999,4,9.202899,cluster3
1436,54.899998,51.299999,-1.199999,-1.799999,59.249999,4,6.254119,cluster3
1437,64.799995,61.199997,-1.199999,-1.799998,69.999997,4,4.102087,cluster3
1438,30.599998,27,-1.199999,-1.8,32.249999,4,12.7831,cluster3
1439,54.899998,51.3,-1.199999,-1.8,59.249999,4,5.08,cluster3
1440,64.799995,57.6,-1.199999,-1.8,118.249998,7,4.647059,cluster0
1441,61.199997,57.6,-1.199999,-1.799999,65.749999,4,17.368662,cluster3
1442,56.699997,53.1,-1.199999,-1.8,60.999999,4,11.472196,cluster3
1443,43.199997,39.6,-1.199999,-1.8,45.999999,4,11.339286,cluster3
1444,46.799999,35.099998,-1.17,-1.800003,125.249997,11,6.180529,cluster0
1445,22.5,14.4,-1.157143,-1.799999,41.249999,8,22.885071,cluster3
1446,47.699997,39.599998,-1.157143,-1.799999,96.999996,8,16.414961,cluster0
1447,61.199997,53.1,-1.157142,-1.799999,126.499997,8,13.717138,cluster0
1448,65.7,61.199997,-1.125001,-1.800002,87.749999,5,14.973942,cluster3
1449,39.6,30.599998,-1.125,-1.8,87.749998,9,4.123377,cluster0
1450,70.2,65.7,-1.125,-1.8,94,5,16.00791,cluster4
1451,72,67.5,-1.125,-1.799995,97.249997,5,6.4331,cluster4
1452,70.199997,65.699997,-1.125,-1.799995,94.249997,5,7.110932,cluster4
1453,40.5,36,-1.125,-1.799999,53.5,5,12.418038,cluster3
1454,18,13.5,-1.125,-1.800001,21.75,5,6.032188,cluster1
1455,29.699999,25.199999,-1.125,-1.799999,37.999999,5,3.919753,cluster3
